"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Uruguay","2001","Not applicable","Not applicable","Number","11.25142"
"Uruguay","2000","Not applicable","Not applicable","Number","11.84899"
"Uruguay","1999","Not applicable","Not applicable","Number","11.92856"
"Uruguay","1998","Not applicable","Not applicable","Number","13.48332"
"Vanuatu","2013","Not applicable","Not applicable","Number","17.77791"
"Vanuatu","2000","Not applicable","Not applicable","Number","30.82375"
"Viet Nam","2014","Not applicable","Not applicable","Number","15.62477"
"Viet Nam","2013","Not applicable","Not applicable","Number","15.43995"
"Viet Nam","2012","Not applicable","Not applicable","Number","15.79127"
"Viet Nam","2011","Not applicable","Not applicable","Number","15.88789"
"Viet Nam","2010","Not applicable","Not applicable","Number","16.60995"
"Viet Nam","2009","Not applicable","Not applicable","Number","17.59008"
"Viet Nam","2008","Not applicable","Not applicable","Number","18.73162"
"Viet Nam","2007","Not applicable","Not applicable","Number","20.0195"
"Viet Nam","2006","Not applicable","Not applicable","Number","21.05867"
"Viet Nam","2005","Not applicable","Not applicable","Number","22.6083"
"Viet Nam","2004","Not applicable","Not applicable","Number","23.53538"
"Viet Nam","2003","Not applicable","Not applicable","Number","24.74851"
"Viet Nam","2002","Not applicable","Not applicable","Number","25.71566"
"Viet Nam","2001","Not applicable","Not applicable","Number","26.32162"
"Viet Nam","2000","Not applicable","Not applicable","Number","27.62088"
"Viet Nam","1999","Not applicable","Not applicable","Number","28.65016"
"Viet Nam","1998","Not applicable","Not applicable","Number","29.2579"
"Yemen","2011","Not applicable","Not applicable","Number","11.09061"
"Yemen","2010","Not applicable","Not applicable","Number","11.69245"
"Yemen","1999","Not applicable","Not applicable","Number","22.38793"
"Zambia","2013","Not applicable","Not applicable","Number","47.94506"
"Zambia","2012","Not applicable","Not applicable","Number","49.22157"
"Zambia","2011","Not applicable","Not applicable","Number","55.86353"
"Zambia","2010","Not applicable","Not applicable","Number","52.98369"
"Zambia","2008","Not applicable","Not applicable","Number","54.17773"
"Zambia","2007","Not applicable","Not applicable","Number","55.35768"
"Zambia","2006","Not applicable","Not applicable","Number","57.00244"
"Zambia","2005","Not applicable","Not applicable","Number","56.48266"
"Zambia","2004","Not applicable","Not applicable","Number","53.54816"
"Zambia","2002","Not applicable","Not applicable","Number","48.09464"
"Zambia","2001","Not applicable","Not applicable","Number","48.02181"
"Zambia","2000","Not applicable","Not applicable","Number","49.87407"
"Zambia","1999","Not applicable","Not applicable","Number","51.22026"
"Zambia","1998","Not applicable","Not applicable","Number","27.56296"

