"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Afghanistan","2013","Not applicable","Not applicable","Number","45.04142"
"Afghanistan","2012","Not applicable","Not applicable","Number","43.8545"
"Afghanistan","2011","Not applicable","Not applicable","Number","42.79376"
"Afghanistan","2010","Not applicable","Not applicable","Number","43.62042"
"Afghanistan","2009","Not applicable","Not applicable","Number","41.37085"
"Afghanistan","2008","Not applicable","Not applicable","Number","31.37915"
"Afghanistan","2007","Not applicable","Not applicable","Number","31.88292"
"Albania","2014","Not applicable","Not applicable","Number","12.3303"
"Albania","2013","Not applicable","Not applicable","Number","12.91569"
"Albania","2012","Not applicable","Not applicable","Number","13.15755"
"Albania","2011","Not applicable","Not applicable","Number","13.56069"
"Albania","2010","Not applicable","Not applicable","Number","13.59361"
"Albania","2009","Not applicable","Not applicable","Number","13.8416"
"Albania","2008","Not applicable","Not applicable","Number","14.46957"
"Albania","2003","Not applicable","Not applicable","Number","16.41895"
"Albania","2001","Not applicable","Not applicable","Number","16.48796"
"Albania","2000","Not applicable","Not applicable","Number","15.79726"
"Algeria","1997","Not applicable","Not applicable","Number","17.80495"
"Algeria","1996","Not applicable","Not applicable","Number","17.22795"
"Algeria","1995","Not applicable","Not applicable","Number","17.12048"
"Algeria","1994","Not applicable","Not applicable","Number","17.17553"
"Andorra","2012","Not applicable","Not applicable","Number","7.25659"
"Andorra","2011","Not applicable","Not applicable","Number","7.23192"
"Andorra","2010","Not applicable","Not applicable","Number","6.80576"
"Andorra","2009","Not applicable","Not applicable","Number","6.64115"
"Andorra","2006","Not applicable","Not applicable","Number","6.80976"
"Andorra","2005","Not applicable","Not applicable","Number","6.72947"
"Angola","2011","Not applicable","Not applicable","Number","33.27119"
"Angola","2010","Not applicable","Not applicable","Number","36.85848"
"Angola","1998","Not applicable","Not applicable","Number","20.7103"
"Antigua and Barbuda","2012","Not applicable","Not applicable","Number","10.88577"
"Antigua and Barbuda","2010","Not applicable","Not applicable","Number","15.98645"
"Antigua and Barbuda","2009","Not applicable","Not applicable","Number","15.67105"
"Antigua and Barbuda","2008","Not applicable","Not applicable","Number","10.49393"
"Antigua and Barbuda","2000","Not applicable","Not applicable","Number","12.04396"
"Argentina","2008","Not applicable","Not applicable","Number","16.31017"
"Argentina","2007","Not applicable","Not applicable","Number","17.94619"
"Argentina","2006","Not applicable","Not applicable","Number","19.0436"
"Argentina","2005","Not applicable","Not applicable","Number","20.31235"
"Argentina","2004","Not applicable","Not applicable","Number","20.17187"
"Argentina","2003","Not applicable","Not applicable","Number","19.1731"
"Argentina","2002","Not applicable","Not applicable","Number","18.71463"
"Argentina","2001","Not applicable","Not applicable","Number","19.27351"
"Argentina","2000","Not applicable","Not applicable","Number","12.5407"
"Argentina","1999","Not applicable","Not applicable","Number","13.69002"
"Argentina","1998","Not applicable","Not applicable","Number","12.53895"
"Austria","2014","Not applicable","Not applicable","Number","7.99922"
"Austria","2013","Not applicable","Not applicable","Number","8.16027"
"Austria","2012","Not applicable","Not applicable","Number","8.19386"
"Austria","2011","Not applicable","Not applicable","Number","8.319"
"Austria","2010","Not applicable","Not applicable","Number","8.49927"
"Austria","2009","Not applicable","Not applicable","Number","8.8125"
"Austria","2008","Not applicable","Not applicable","Number","9.11809"
"Austria","2007","Not applicable","Not applicable","Number","9.15539"
"Austria","2006","Not applicable","Not applicable","Number","9.22191"
"Austria","2005","Not applicable","Not applicable","Number","9.41489"
"Austria","2004","Not applicable","Not applicable","Number","9.2953"
"Austria","2003","Not applicable","Not applicable","Number","9.14191"
"Austria","2002","Not applicable","Not applicable","Number","8.98133"
"Austria","1999","Not applicable","Not applicable","Number","8.8883"
"Austria","1998","Not applicable","Not applicable","Number","8.71325"
"Austria","1997","Not applicable","Not applicable","Number","8.75993"
"Austria","1996","Not applicable","Not applicable","Number","9.17097"
"Austria","1995","Not applicable","Not applicable","Number","8.31662"
"Bahamas","2010","Not applicable","Not applicable","Number","12.01494"
"Bahamas","2009","Not applicable","Not applicable","Number","15.68402"
"Bahamas","2008","Not applicable","Not applicable","Number","12.66736"
"Bahamas","2007","Not applicable","Not applicable","Number","12.50405"
"Bahamas","2006","Not applicable","Not applicable","Number","13.08555"
"Bahamas","2005","Not applicable","Not applicable","Number","17.00291"
"Bahamas","2004","Not applicable","Not applicable","Number","16.56397"
"Bahamas","2002","Not applicable","Not applicable","Number","15.21603"
"Bahamas","1999","Not applicable","Not applicable","Number","15.60879"
"Bahrain","2014","Not applicable","Not applicable","Number","10.85485"
"Bahrain","2013","Not applicable","Not applicable","Number","11.08413"
"Bahrain","2012","Not applicable","Not applicable","Number","11.35765"
"Bahrain","2011","Not applicable","Not applicable","Number","11.95296"
"Bangladesh","2013","Not applicable","Not applicable","Number","36.87466"
"Bangladesh","2012","Not applicable","Not applicable","Number","34.01583"
"Bangladesh","2011","Not applicable","Not applicable","Number","32.90159"
"Bangladesh","2010","Not applicable","Not applicable","Number","31.04891"
"Bangladesh","2009","Not applicable","Not applicable","Number","29.92512"
"Bangladesh","2008","Not applicable","Not applicable","Number","29.56366"
"Bangladesh","2007","Not applicable","Not applicable","Number","28.59999"
"Bangladesh","2006","Not applicable","Not applicable","Number","28.25779"
"Bangladesh","2005","Not applicable","Not applicable","Number","28.26998"
"Bangladesh","2004","Not applicable","Not applicable","Number","33.74316"
"Bangladesh","2003","Not applicable","Not applicable","Number","36.043"
"Bangladesh","2002","Not applicable","Not applicable","Number","41.42316"
"Bangladesh","2001","Not applicable","Not applicable","Number","45.08008"
"Bangladesh","2000","Not applicable","Not applicable","Number","45.03028"
"Bangladesh","1999","Not applicable","Not applicable","Number","43.04644"
"Bangladesh","1998","Not applicable","Not applicable","Number","42.11771"
"Belarus","2014","Not applicable","Not applicable","Number","7.97039"
"Belarus","2013","Not applicable","Not applicable","Number","7.70751"
"Belgium","2014","Not applicable","Not applicable","Number","9.1517"
"Belgium","2013","Not applicable","Not applicable","Number","9.22585"
"Belgium","2012","Not applicable","Not applicable","Number","6.7694"
"Belgium","2011","Not applicable","Not applicable","Number","6.80311"
"Belgium","2010","Not applicable","Not applicable","Number","6.51666"
"Belgium","2009","Not applicable","Not applicable","Number","6.50904"
"Belgium","2008","Not applicable","Not applicable","Number","6.56805"
"Belgium","2007","Not applicable","Not applicable","Number","6.46052"
"Belgium","2006","Not applicable","Not applicable","Number","6.64248"
"Belgium","2005","Not applicable","Not applicable","Number","6.79253"
"Belgium","2004","Not applicable","Not applicable","Number","7.81945"
"Belgium","2003","Not applicable","Not applicable","Number","11.50701"
"Belize","2014","Not applicable","Not applicable","Number","18.55066"
"Belize","2013","Not applicable","Not applicable","Number","18.3933"
"Belize","2012","Not applicable","Not applicable","Number","17.50161"
"Belize","2011","Not applicable","Not applicable","Number","17.13827"
"Belize","2010","Not applicable","Not applicable","Number","17.7876"
"Belize","2009","Not applicable","Not applicable","Number","17.81739"
"Belize","2008","Not applicable","Not applicable","Number","18.07402"
"Belize","2007","Not applicable","Not applicable","Number","18.1337"
"Belize","2006","Not applicable","Not applicable","Number","18.17817"
"Belize","2005","Not applicable","Not applicable","Number","19.60366"
"Belize","2004","Not applicable","Not applicable","Number","19.03954"
"Belize","2003","Not applicable","Not applicable","Number","22.8167"
"Belize","2001","Not applicable","Not applicable","Number","22.82521"
"Belize","2000","Not applicable","Not applicable","Number","23.33036"
"Belize","1999","Not applicable","Not applicable","Number","24.13714"
"Benin","2014","Not applicable","Not applicable","Number","11.01843"
"Benin","2013","Not applicable","Not applicable","Number","10.89771"
"Benin","2004","Not applicable","Not applicable","Number","27.14958"
"Benin","2003","Not applicable","Not applicable","Number","25.82236"
"Benin","2001","Not applicable","Not applicable","Number","29.63476"
"Benin","2000","Not applicable","Not applicable","Number","27.0656"
"Benin","1999","Not applicable","Not applicable","Number","27.06338"
"Bermuda","2014","Not applicable","Not applicable","Number","4.57933"
"Bermuda","2013","Not applicable","Not applicable","Number","4.94815"
"Bermuda","2012","Not applicable","Not applicable","Number","6.1459"
"Bermuda","2011","Not applicable","Not applicable","Number","6.45397"
"Bermuda","2010","Not applicable","Not applicable","Number","5.21144"
"Bermuda","2006","Not applicable","Not applicable","Number","5.83924"
"Bermuda","2005","Not applicable","Not applicable","Number","6.98452"
"Bermuda","2004","Not applicable","Not applicable","Number","6.89086"
"Bermuda","2003","Not applicable","Not applicable","Number","6.81871"
"Bermuda","2002","Not applicable","Not applicable","Number","6.72334"
"Bermuda","2001","Not applicable","Not applicable","Number","7.58033"
"Bhutan","2014","Not applicable","Not applicable","Number","16.57639"
"Bhutan","2013","Not applicable","Not applicable","Number","16.20572"
"Bhutan","2012","Not applicable","Not applicable","Number","22.58019"
"Bhutan","2011","Not applicable","Not applicable","Number","22.04424"
"Bhutan","2010","Not applicable","Not applicable","Number","24.68146"
"Bhutan","2009","Not applicable","Not applicable","Number","25.68674"
"Bhutan","2008","Not applicable","Not applicable","Number","31.06741"
"Bhutan","2006","Not applicable","Not applicable","Number","29.98923"
"Bhutan","2005","Not applicable","Not applicable","Number","31.52842"
"Bhutan","2001","Not applicable","Not applicable","Number","33.9017"
"Bhutan","2000","Not applicable","Not applicable","Number","32.49791"
"Bhutan","1999","Not applicable","Not applicable","Number","32.1968"
"Bhutan","1998","Not applicable","Not applicable","Number","38.60889"
"Bolivia","2007","Not applicable","Not applicable","Number","16.53544"
"Bolivia","2003","Not applicable","Not applicable","Number","23.60474"
"Bolivia","2002","Not applicable","Not applicable","Number","23.60526"
"Bolivia","2001","Not applicable","Not applicable","Number","23.60705"
"Bolivia","2000","Not applicable","Not applicable","Number","23.60781"
"Bolivia","1999","Not applicable","Not applicable","Number","24.39004"
"Bosnia and Herzegovina","2014","Not applicable","Not applicable","Number","9.46856"
"Bosnia and Herzegovina","2013","Not applicable","Not applicable","Number","9.66941"
"Brazil","2013","Not applicable","Not applicable","Number","18.45293"
"Brazil","2012","Not applicable","Not applicable","Number","17.00083"
"Brazil","2011","Not applicable","Not applicable","Number","17.59462"
"Brazil","2010","Not applicable","Not applicable","Number","17.96053"
"Brazil","2009","Not applicable","Not applicable","Number","18.39406"
"Brazil","2008","Not applicable","Not applicable","Number","18.4016"
"Brazil","2007","Not applicable","Not applicable","Number","19.58583"
"Brazil","2005","Not applicable","Not applicable","Number","15.60576"
"Brazil","2004","Not applicable","Not applicable","Number","16.14021"
"Brazil","2003","Not applicable","Not applicable","Number","16.86566"
"Brazil","2002","Not applicable","Not applicable","Number","19.53153"
"Brazil","2001","Not applicable","Not applicable","Number","20.40514"
"Brazil","2000","Not applicable","Not applicable","Number","22.60257"
"Brazil","1999","Not applicable","Not applicable","Number","23.34396"
"British Virgin Islands","2011","Not applicable","Not applicable","Number","8.88966"
"British Virgin Islands","2010","Not applicable","Not applicable","Number","9.81429"
"British Virgin Islands","2009","Not applicable","Not applicable","Number","9.50365"
"British Virgin Islands","2007","Not applicable","Not applicable","Number","10.24409"
"British Virgin Islands","2006","Not applicable","Not applicable","Number","10.70248"
"British Virgin Islands","2005","Not applicable","Not applicable","Number","10.27273"
"British Virgin Islands","2004","Not applicable","Not applicable","Number","10.94737"
"British Virgin Islands","2003","Not applicable","Not applicable","Number","11.26471"
"British Virgin Islands","2002","Not applicable","Not applicable","Number","10.55769"
"British Virgin Islands","2001","Not applicable","Not applicable","Number","10.42574"
"British Virgin Islands","1999","Not applicable","Not applicable","Number","6.35802"
"Brunei Darussalam","2014","Not applicable","Not applicable","Number","10.34535"
"Brunei Darussalam","2005","Not applicable","Not applicable","Number","10.47201"
"Brunei Darussalam","2004","Not applicable","Not applicable","Number","10.68581"
"Brunei Darussalam","2003","Not applicable","Not applicable","Number","11.37577"
"Brunei Darussalam","2002","Not applicable","Not applicable","Number","12.1802"
"Brunei Darussalam","2001","Not applicable","Not applicable","Number","11.90457"
"Brunei Darussalam","2000","Not applicable","Not applicable","Number","11.90317"
"Brunei Darussalam","1999","Not applicable","Not applicable","Number","12.00848"
"Brunei Darussalam","1998","Not applicable","Not applicable","Number","11.72919"
"Brunei Darussalam","1995","Not applicable","Not applicable","Number","12.59179"
"Bulgaria","2014","Not applicable","Not applicable","Number","13.43385"
"Bulgaria","2013","Not applicable","Not applicable","Number","13.58777"
"Bulgaria","2012","Not applicable","Not applicable","Number","12.61971"
"Bulgaria","2011","Not applicable","Not applicable","Number","12.28939"
"Bulgaria","2010","Not applicable","Not applicable","Number","12.40724"
"Bulgaria","2009","Not applicable","Not applicable","Number","12.265"
"Bulgaria","2008","Not applicable","Not applicable","Number","11.73918"
"Bulgaria","2007","Not applicable","Not applicable","Number","11.85303"
"Bulgaria","2006","Not applicable","Not applicable","Number","12.071"
"Bulgaria","2005","Not applicable","Not applicable","Number","12.39852"
"Bulgaria","2004","Not applicable","Not applicable","Number","12.75294"
"Bulgaria","2003","Not applicable","Not applicable","Number","13.12472"
"Bulgaria","2002","Not applicable","Not applicable","Number","12.73495"
"Bulgaria","2001","Not applicable","Not applicable","Number","12.97855"
"Bulgaria","2000","Not applicable","Not applicable","Number","12.07815"
"Bulgaria","1999","Not applicable","Not applicable","Number","13.39514"
"Bulgaria","1998","Not applicable","Not applicable","Number","11.25663"
"Bulgaria","1997","Not applicable","Not applicable","Number","10.83339"
"Bulgaria","1996","Not applicable","Not applicable","Number","11.10608"
"Burkina Faso","2009","Not applicable","Not applicable","Number","30.02287"
"Burkina Faso","1999","Not applicable","Not applicable","Number","29.21759"
"Burundi","2014","Not applicable","Not applicable","Number","42.50685"
"Burundi","2009","Not applicable","Not applicable","Number","24.41899"
"Cambodia","2014","Not applicable","Not applicable","Number","19.7956"
"Cambodia","2013","Not applicable","Not applicable","Number","20.07371"
"Cambodia","2012","Not applicable","Not applicable","Number","20.16037"
"Cambodia","2010","Not applicable","Not applicable","Number","23.90656"
"Cambodia","2009","Not applicable","Not applicable","Number","25.8658"
"Cambodia","2008","Not applicable","Not applicable","Number","27.00738"
"Cambodia","2007","Not applicable","Not applicable","Number","30.59806"
"Cambodia","2006","Not applicable","Not applicable","Number","31.66317"
"Cambodia","2005","Not applicable","Not applicable","Number","27.60043"
"Cambodia","2004","Not applicable","Not applicable","Number","24.66877"
"Cambodia","2003","Not applicable","Not applicable","Number","23.87917"
"Cambodia","2002","Not applicable","Not applicable","Number","21.37926"
"Cambodia","2001","Not applicable","Not applicable","Number","18.25312"
"Cambodia","2000","Not applicable","Not applicable","Number","16.64514"
"Cambodia","1999","Not applicable","Not applicable","Number","16.41782"
"Cambodia","1998","Not applicable","Not applicable","Number","16.60159"
"Cameroon","2013","Not applicable","Not applicable","Number","19.73618"
"Canada","1996","Not applicable","Not applicable","Number","19.02609"
"Canada","1995","Not applicable","Not applicable","Number","18.74235"
"Canada","1994","Not applicable","Not applicable","Number","18.08987"
"Canada","1993","Not applicable","Not applicable","Number","17.97289"
"Cape Verde","2014","Not applicable","Not applicable","Number","16.60772"
"Cape Verde","2013","Not applicable","Not applicable","Number","18.11722"
"Cape Verde","2012","Not applicable","Not applicable","Number","17.48113"
"Cape Verde","2011","Not applicable","Not applicable","Number","18.008"
"Cape Verde","2010","Not applicable","Not applicable","Number","18.54796"
"Cape Verde","2009","Not applicable","Not applicable","Number","18.92054"
"Cape Verde","2008","Not applicable","Not applicable","Number","19.18095"
"Cape Verde","2007","Not applicable","Not applicable","Number","20.0582"
"Cape Verde","2005","Not applicable","Not applicable","Number","24.51206"
"Cape Verde","2004","Not applicable","Not applicable","Number","30.99811"
"Cape Verde","2003","Not applicable","Not applicable","Number","31.80732"
"Cape Verde","2002","Not applicable","Not applicable","Number","40.18766"
"Cayman Islands","2012","Not applicable","Not applicable","Number","6.00667"
"Cayman Islands","2011","Not applicable","Not applicable","Number","9.34054"
"Cayman Islands","2006","Not applicable","Not applicable","Number","11.46809"
"Cayman Islands","2005","Not applicable","Not applicable","Number","11.76429"
"Cayman Islands","2004","Not applicable","Not applicable","Number","14.55963"
"Cayman Islands","2002","Not applicable","Not applicable","Number","11.55752"
"Cayman Islands","2001","Not applicable","Not applicable","Number","10.68644"
"Cayman Islands","2000","Not applicable","Not applicable","Number","10.66379"
"Cayman Islands","1999","Not applicable","Not applicable","Number","11.13592"
"Chad","2012","Not applicable","Not applicable","Number","41.55428"
"Chad","2011","Not applicable","Not applicable","Number","43.52003"
"Chad","2010","Not applicable","Not applicable","Number","42.7431"
"Chad","2000","Not applicable","Not applicable","Number","36.10914"
"Chad","1999","Not applicable","Not applicable","Number","40.90617"
"Chile","2013","Not applicable","Not applicable","Number","20.99118"
"Chile","2012","Not applicable","Not applicable","Number","20.99601"
"Chile","2011","Not applicable","Not applicable","Number","21.88763"
"Chile","2010","Not applicable","Not applicable","Number","23.2969"
"Chile","2009","Not applicable","Not applicable","Number","22.3763"
"Chile","2008","Not applicable","Not applicable","Number","24.03361"
"Chile","2007","Not applicable","Not applicable","Number","24.38838"
"Chile","2006","Not applicable","Not applicable","Number","25.40764"
"Chile","2005","Not applicable","Not applicable","Number","25.84798"
"Chile","2004","Not applicable","Not applicable","Number","26.73758"
"Chile","2002","Not applicable","Not applicable","Number","35.02217"
"Chile","2000","Not applicable","Not applicable","Number","32.63689"
"Chile","1999","Not applicable","Not applicable","Number","32.11793"
"China","2014","Not applicable","Not applicable","Number","12.61388"
"China","2013","Not applicable","Not applicable","Number","13.42238"
"China","2012","Not applicable","Not applicable","Number","13.84711"
"China","2011","Not applicable","Not applicable","Number","14.47065"
"China","2010","Not applicable","Not applicable","Number","14.90671"
"China","2009","Not applicable","Not applicable","Number","15.45224"
"China","2008","Not applicable","Not applicable","Number","15.83738"
"China","2007","Not applicable","Not applicable","Number","16.40386"
"China","2006","Not applicable","Not applicable","Number","17.04956"
"China","2003","Not applicable","Not applicable","Number","19.5765"
"China","2002","Not applicable","Not applicable","Number","18.57755"
"China","2001","Not applicable","Not applicable","Number","18.57755"
"China","2000","Not applicable","Not applicable","Number","17.56423"
"China","1999","Not applicable","Not applicable","Number","17.08747"
"China","1997","Not applicable","Not applicable","Number","17.21769"
"China","1996","Not applicable","Not applicable","Number","16.75864"
"China","1995","Not applicable","Not applicable","Number","16.08949"
"Colombia","2014","Not applicable","Not applicable","Number","26.27563"
"Colombia","2013","Not applicable","Not applicable","Number","26.63606"
"Colombia","2012","Not applicable","Not applicable","Number","26.67088"
"Colombia","2011","Not applicable","Not applicable","Number","26.54315"
"Colombia","2010","Not applicable","Not applicable","Number","30.10466"
"Colombia","2009","Not applicable","Not applicable","Number","29.76829"
"Colombia","2007","Not applicable","Not applicable","Number","28.36226"
"Colombia","2004","Not applicable","Not applicable","Number","24.75952"
"Colombia","2002","Not applicable","Not applicable","Number","21.0877"
"Comoros","2013","Not applicable","Not applicable","Number","10.73829"
"Comoros","2011","Not applicable","Not applicable","Number","14.97367"
"Comoros","2004","Not applicable","Not applicable","Number","16.15658"
"Comoros","2003","Not applicable","Not applicable","Number","12.87024"
"Comoros","2002","Not applicable","Not applicable","Number","14.7451"
"Congo","2012","Not applicable","Not applicable","Number","19.5078"
"Congo","2004","Not applicable","Not applicable","Number","45.32043"
"Congo","1996","Not applicable","Not applicable","Number","34.6099"
"Costa Rica","2014","Not applicable","Not applicable","Number","14.39949"
"Costa Rica","2013","Not applicable","Not applicable","Number","14.05056"
"Costa Rica","2011","Not applicable","Not applicable","Number","15.1575"
"Costa Rica","2010","Not applicable","Not applicable","Number","15.68998"
"Costa Rica","2009","Not applicable","Not applicable","Number","15.99479"
"Costa Rica","2008","Not applicable","Not applicable","Number","15.81795"
"Costa Rica","2007","Not applicable","Not applicable","Number","18.183"
"Costa Rica","2006","Not applicable","Not applicable","Number","18.11473"
"Costa Rica","2002","Not applicable","Not applicable","Number","18.97519"
"Costa Rica","2001","Not applicable","Not applicable","Number","20.24289"
"Costa Rica","2000","Not applicable","Not applicable","Number","18.84168"
"Costa Rica","1999","Not applicable","Not applicable","Number","19.66896"
"Costa Rica","1998","Not applicable","Not applicable","Number","18.61573"
"Côte d'Ivoire","1999","Not applicable","Not applicable","Number","34.32982"
"Croatia","2014","Not applicable","Not applicable","Number","8.0956"
"Croatia","2012","Not applicable","Not applicable","Number","8.74344"
"Croatia","2011","Not applicable","Not applicable","Number","9.15768"
"Croatia","2010","Not applicable","Not applicable","Number","9.42665"
"Croatia","2009","Not applicable","Not applicable","Number","9.72973"
"Croatia","2008","Not applicable","Not applicable","Number","11.12294"
"Croatia","2007","Not applicable","Not applicable","Number","11.2636"
"Croatia","2006","Not applicable","Not applicable","Number","11.45099"
"Croatia","2005","Not applicable","Not applicable","Number","11.85656"
"Croatia","2003","Not applicable","Not applicable","Number","11.931"
"Croatia","2002","Not applicable","Not applicable","Number","12.36678"
"Croatia","2001","Not applicable","Not applicable","Number","12.7764"
"Croatia","2000","Not applicable","Not applicable","Number","13.22134"
"Croatia","1999","Not applicable","Not applicable","Number","13.89066"
"Croatia","1998","Not applicable","Not applicable","Number","13.70746"
"Croatia","1997","Not applicable","Not applicable","Number","14.76486"
"Croatia","1996","Not applicable","Not applicable","Number","15.35871"
"Cuba","2014","Not applicable","Not applicable","Number","8.88597"
"Cuba","2013","Not applicable","Not applicable","Number","9.05182"
"Cuba","2012","Not applicable","Not applicable","Number","9.40386"
"Cuba","2011","Not applicable","Not applicable","Number","10.35661"
"Cuba","2010","Not applicable","Not applicable","Number","10.17207"
"Cuba","2009","Not applicable","Not applicable","Number","9.49201"
"Cuba","2008","Not applicable","Not applicable","Number","9.44032"
"Cuba","2007","Not applicable","Not applicable","Number","9.52812"
"Cuba","2006","Not applicable","Not applicable","Number","9.89097"
"Cuba","2005","Not applicable","Not applicable","Number","10.56873"
"Cuba","2004","Not applicable","Not applicable","Number","11.70098"
"Cuba","2003","Not applicable","Not applicable","Number","13.14088"
"Cuba","2002","Not applicable","Not applicable","Number","12.00039"
"Cuba","2001","Not applicable","Not applicable","Number","11.56422"
"Cuba","2000","Not applicable","Not applicable","Number","12.80956"
"Cuba","1999","Not applicable","Not applicable","Number","12.34155"
"Cuba","1997","Not applicable","Not applicable","Number","11.06716"
"Cuba","1996","Not applicable","Not applicable","Number","10.25311"
"Cyprus","2014","Not applicable","Not applicable","Number","9.66562"
"Cyprus","2013","Not applicable","Not applicable","Number","9.45727"
"Cyprus","2012","Not applicable","Not applicable","Number","9.75532"
"Cyprus","2011","Not applicable","Not applicable","Number","9.80781"
"Cyprus","2010","Not applicable","Not applicable","Number","9.78971"
"Cyprus","2009","Not applicable","Not applicable","Number","10.0025"
"Cyprus","2008","Not applicable","Not applicable","Number","10.44107"
"Cyprus","2007","Not applicable","Not applicable","Number","10.88784"
"Cyprus","2006","Not applicable","Not applicable","Number","11.30955"
"Cyprus","2005","Not applicable","Not applicable","Number","11.62137"
"Cyprus","2004","Not applicable","Not applicable","Number","11.77996"
"Cyprus","2003","Not applicable","Not applicable","Number","12.55462"
"Cyprus","2002","Not applicable","Not applicable","Number","12.82994"
"Cyprus","2001","Not applicable","Not applicable","Number","15.22858"
"Czech Republic","2013","Not applicable","Not applicable","Number","11.26948"
"Czech Republic","2012","Not applicable","Not applicable","Number","11.1053"
"Czech Republic","2011","Not applicable","Not applicable","Number","11.11358"
"Czech Republic","2010","Not applicable","Not applicable","Number","11.24498"
"Czech Republic","2009","Not applicable","Not applicable","Number","11.48848"
"Czech Republic","2008","Not applicable","Not applicable","Number","11.84547"
"Czech Republic","2007","Not applicable","Not applicable","Number","12.25676"
"Czech Republic","2006","Not applicable","Not applicable","Number","11.24523"
"Czech Republic","2005","Not applicable","Not applicable","Number","12.33826"
"Czech Republic","2004","Not applicable","Not applicable","Number","12.26152"
"Czech Republic","2003","Not applicable","Not applicable","Number","12.93776"
"Czech Republic","2002","Not applicable","Not applicable","Number","13.09562"
"Czech Republic","2001","Not applicable","Not applicable","Number","13.34328"
"Czech Republic","1996","Not applicable","Not applicable","Number","12.13937"
"Czech Republic","1995","Not applicable","Not applicable","Number","13.13793"
"Czech Republic","1994","Not applicable","Not applicable","Number","13.2229"
"Czech Republic","1993","Not applicable","Not applicable","Number","13.16145"
"Denmark","2001","Not applicable","Not applicable","Number","10.04251"
"Denmark","2000","Not applicable","Not applicable","Number","10.12786"
"Denmark","1999","Not applicable","Not applicable","Number","10.46361"
"Denmark","1998","Not applicable","Not applicable","Number","10.6124"
"Denmark","1995","Not applicable","Not applicable","Number","8.74621"
"Denmark","1994","Not applicable","Not applicable","Number","8.10295"
"Denmark","1993","Not applicable","Not applicable","Number","8.22905"
"Djibouti","2015","Not applicable","Not applicable","Number","27.99262"
"Djibouti","2014","Not applicable","Not applicable","Number","28.51648"
"Djibouti","2013","Not applicable","Not applicable","Number","29.94685"
"Djibouti","2012","Not applicable","Not applicable","Number","32.30309"
"Djibouti","2011","Not applicable","Not applicable","Number","31.55901"
"Djibouti","2009","Not applicable","Not applicable","Number","33.18874"
"Djibouti","1999","Not applicable","Not applicable","Number","26.11905"
"Djibouti","1996","Not applicable","Not applicable","Number","22.8747"
"Dominica","2011","Not applicable","Not applicable","Number","14.66192"
"Dominica","2010","Not applicable","Not applicable","Number","14.86942"
"Dominica","2009","Not applicable","Not applicable","Number","16.7993"
"Dominica","2008","Not applicable","Not applicable","Number","17.53497"
"Dominica","2007","Not applicable","Not applicable","Number","20.61961"
"Dominica","2006","Not applicable","Not applicable","Number","21.24291"
"Dominica","2005","Not applicable","Not applicable","Number","14.55211"
"Dominica","2004","Not applicable","Not applicable","Number","16.52866"
"Dominica","2003","Not applicable","Not applicable","Number","16.55108"
"Dominica","2002","Not applicable","Not applicable","Number","16.59365"
"Dominica","2001","Not applicable","Not applicable","Number","19.93609"
"Dominica","2000","Not applicable","Not applicable","Number","21.47244"
"Dominica","1999","Not applicable","Not applicable","Number","20.73828"
"Dominican Republic","2014","Not applicable","Not applicable","Number","24.46519"
"Dominican Republic","2013","Not applicable","Not applicable","Number","27.29414"
"Dominican Republic","2012","Not applicable","Not applicable","Number","27.31259"
"Dominican Republic","2011","Not applicable","Not applicable","Number","28.80847"
"Dominican Republic","2010","Not applicable","Not applicable","Number","29.88228"
"Dominican Republic","2009","Not applicable","Not applicable","Number","25.40287"
"Dominican Republic","2008","Not applicable","Not applicable","Number","22.10262"
"Dominican Republic","2007","Not applicable","Not applicable","Number","25.28767"
"Dominican Republic","2005","Not applicable","Not applicable","Number","25.51759"
"Dominican Republic","2004","Not applicable","Not applicable","Number","25.95789"
"Ecuador","2014","Not applicable","Not applicable","Number","15.13735"
"Ecuador","2013","Not applicable","Not applicable","Number","14.66211"
"Ecuador","2012","Not applicable","Not applicable","Number","12.15386"
"Ecuador","2011","Not applicable","Not applicable","Number","11.73772"
"Ecuador","2010","Not applicable","Not applicable","Number","12.29719"
"Ecuador","2007","Not applicable","Not applicable","Number","14.68447"
"Ecuador","2006","Not applicable","Not applicable","Number","14.38286"
"Ecuador","2005","Not applicable","Not applicable","Number","13.91947"
"Ecuador","2004","Not applicable","Not applicable","Number","13.07547"
"Ecuador","2003","Not applicable","Not applicable","Number","12.98662"
"Ecuador","2002","Not applicable","Not applicable","Number","13.30464"
"Ecuador","2001","Not applicable","Not applicable","Number","13.30455"
"Ecuador","2000","Not applicable","Not applicable","Number","13.30478"
"Egypt","2014","Not applicable","Not applicable","Number","16.55988"
"Egypt","2013","Not applicable","Not applicable","Number","16.65667"
"Egypt","2009","Not applicable","Not applicable","Number","16.03434"
"Egypt","2004","Not applicable","Not applicable","Number","20.0792"
"Egypt","2003","Not applicable","Not applicable","Number","20.27768"
"Egypt","2002","Not applicable","Not applicable","Number","22.07989"
"Egypt","2001","Not applicable","Not applicable","Number","21.20275"
"Egypt","2000","Not applicable","Not applicable","Number","21.73399"
"Egypt","1999","Not applicable","Not applicable","Number","22.03813"
"Egypt","1996","Not applicable","Not applicable","Number","20.2515"
