"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Saudi Arabia","2009","Not applicable","Not applicable","Number","11.66996"
"Saudi Arabia","2005","Not applicable","Not applicable","Number","12.11203"
"Senegal","2004","Not applicable","Not applicable","Number","25.1471"
"Senegal","2002","Not applicable","Not applicable","Number","19.53047"
"Senegal","2001","Not applicable","Not applicable","Number","18.19153"
"Senegal","2000","Not applicable","Not applicable","Number","20.00284"
"Senegal","1996","Not applicable","Not applicable","Number","23.13723"
"Serbia","2014","Not applicable","Not applicable","Number","8.99388"
"Serbia","2013","Not applicable","Not applicable","Number","9.31016"
"Serbia","2012","Not applicable","Not applicable","Number","9.49576"
"Serbia","2011","Not applicable","Not applicable","Number","9.59987"
"Serbia","2010","Not applicable","Not applicable","Number","9.866"
"Serbia","2009","Not applicable","Not applicable","Number","10.10561"
"Serbia","2008","Not applicable","Not applicable","Number","10.28639"
"Serbia","2007","Not applicable","Not applicable","Number","10.61162"
"Serbia","2006","Not applicable","Not applicable","Number","10.87657"
"Serbia","2005","Not applicable","Not applicable","Number","11.11846"
"Serbia","2004","Not applicable","Not applicable","Number","11.53643"
"Serbia","2003","Not applicable","Not applicable","Number","12.15654"
"Serbia","2002","Not applicable","Not applicable","Number","12.66532"
"Serbia","2001","Not applicable","Not applicable","Number","13.17893"
"Serbia","2000","Not applicable","Not applicable","Number","13.51701"
"Serbia","1999","Not applicable","Not applicable","Number","13.91369"
"Seychelles","2003","Not applicable","Not applicable","Number","13.07451"
"Seychelles","2002","Not applicable","Not applicable","Number","12.20769"
"Seychelles","2000","Not applicable","Not applicable","Number","14.7384"
"Seychelles","1999","Not applicable","Not applicable","Number","14.34746"
"Seychelles","1996","Not applicable","Not applicable","Number","9.91034"
"Seychelles","1995","Not applicable","Not applicable","Number","9.21935"
"Sierra Leone","2013","Not applicable","Not applicable","Number","22.50521"
"Sierra Leone","2012","Not applicable","Not applicable","Number","24.1277"
"Sierra Leone","2011","Not applicable","Not applicable","Number","24.60068"
"Sierra Leone","2001","Not applicable","Not applicable","Number","33.79649"
"Singapore","2009","Not applicable","Not applicable","Number","14.90509"
"Singapore","2008","Not applicable","Not applicable","Number","16.64872"
"Singapore","2007","Not applicable","Not applicable","Number","17.18557"
"Singapore","1996","Not applicable","Not applicable","Number","10.98959"
"Singapore","1995","Not applicable","Not applicable","Number","10.4985"
"Slovakia","2014","Not applicable","Not applicable","Number","11.3341"
"Slovakia","2013","Not applicable","Not applicable","Number","11.5124"
"Slovakia","2012","Not applicable","Not applicable","Number","11.53883"
"Slovakia","2011","Not applicable","Not applicable","Number","11.86497"
"Slovakia","2010","Not applicable","Not applicable","Number","12.1548"
"Slovakia","2009","Not applicable","Not applicable","Number","12.50113"
"Slovakia","2008","Not applicable","Not applicable","Number","12.45338"
"Slovakia","2007","Not applicable","Not applicable","Number","12.52776"
"Slovakia","2006","Not applicable","Not applicable","Number","12.61697"
"Slovakia","2005","Not applicable","Not applicable","Number","12.79264"
"Slovakia","2004","Not applicable","Not applicable","Number","12.61631"
"Slovakia","2003","Not applicable","Not applicable","Number","12.43452"
"Slovakia","2002","Not applicable","Not applicable","Number","11.7508"
"Slovakia","2001","Not applicable","Not applicable","Number","11.37359"
"Slovakia","2000","Not applicable","Not applicable","Number","11.30199"
"Slovakia","1999","Not applicable","Not applicable","Number","12.12961"
"Slovakia","1998","Not applicable","Not applicable","Number","12.35782"
"Slovakia","1997","Not applicable","Not applicable","Number","11.19236"
"Slovenia","2013","Not applicable","Not applicable","Number","12.99036"
"Slovenia","2011","Not applicable","Not applicable","Number","10.89304"
"Slovenia","2009","Not applicable","Not applicable","Number","10.98837"
"Slovenia","2008","Not applicable","Not applicable","Number","11.28118"
"Slovenia","2007","Not applicable","Not applicable","Number","11.4941"
"Slovenia","2006","Not applicable","Not applicable","Number","11.61747"
"Slovenia","2005","Not applicable","Not applicable","Number","12.05634"
"Slovenia","2004","Not applicable","Not applicable","Number","11.65512"
"Slovenia","2003","Not applicable","Not applicable","Number","14.35651"
"Slovenia","2002","Not applicable","Not applicable","Number","13.40359"
"Slovenia","2001","Not applicable","Not applicable","Number","13.38953"
"Slovenia","2000","Not applicable","Not applicable","Number","12.50358"
"Slovenia","1999","Not applicable","Not applicable","Number","12.56177"
"Slovenia","1998","Not applicable","Not applicable","Number","12.51305"
"Slovenia","1997","Not applicable","Not applicable","Number","15.01908"
"Slovenia","1996","Not applicable","Not applicable","Number","13.8991"
"Solomon Islands","2010","Not applicable","Not applicable","Number","22.14803"
"Somalia","2007","Not applicable","Not applicable","Number","20.68412"
"Spain","2012","Not applicable","Not applicable","Number","11.58455"
"Spain","2011","Not applicable","Not applicable","Number","11.34874"
"Spain","2010","Not applicable","Not applicable","Number","11.04787"
"Spain","2009","Not applicable","Not applicable","Number","10.78836"
"Spain","2008","Not applicable","Not applicable","Number","11.40172"
"Spain","2007","Not applicable","Not applicable","Number","9.29593"
"Spain","2006","Not applicable","Not applicable","Number","9.18959"
"Spain","2005","Not applicable","Not applicable","Number","9.38638"
"Spain","2004","Not applicable","Not applicable","Number","8.82359"
"Spain","2003","Not applicable","Not applicable","Number","8.69365"
"Spain","2002","Not applicable","Not applicable","Number","8.94335"
"Spain","1996","Not applicable","Not applicable","Number","14.57471"
"Spain","1995","Not applicable","Not applicable","Number","15.04647"
"Sri Lanka","2012","Not applicable","Not applicable","Number","18.16489"
"Sri Lanka","2011","Not applicable","Not applicable","Number","17.87654"
"Suriname","2013","Not applicable","Not applicable","Number","8.09574"
"Suriname","2011","Not applicable","Not applicable","Number","10.76402"
"Suriname","2009","Not applicable","Not applicable","Number","10.7211"
"Suriname","2007","Not applicable","Not applicable","Number","11.70275"
"Suriname","2006","Not applicable","Not applicable","Number","11.44712"
"Suriname","2005","Not applicable","Not applicable","Number","10.04198"
"Suriname","2002","Not applicable","Not applicable","Number","14.10237"
"Suriname","2001","Not applicable","Not applicable","Number","12.85333"
"Swaziland","2003","Not applicable","Not applicable","Number","12.55396"
"Swaziland","1996","Not applicable","Not applicable","Number","11.7034"
"Sweden","2012","Not applicable","Not applicable","Number","9.54331"
"Sweden","2011","Not applicable","Not applicable","Number","9.53555"
"Sweden","2010","Not applicable","Not applicable","Number","9.82451"
"Sweden","2009","Not applicable","Not applicable","Number","9.71288"
"Sweden","2008","Not applicable","Not applicable","Number","9.70387"
"Sweden","2007","Not applicable","Not applicable","Number","9.51771"
"Sweden","2006","Not applicable","Not applicable","Number","9.24242"
"Sweden","2005","Not applicable","Not applicable","Number","9.21652"
"Sweden","2004","Not applicable","Not applicable","Number","9.02021"
"Sweden","2003","Not applicable","Not applicable","Number","14.33783"
"Sweden","2002","Not applicable","Not applicable","Number","15.2131"
"Sweden","2001","Not applicable","Not applicable","Number","16.12259"
"Sweden","2000","Not applicable","Not applicable","Number","16.51625"
"Sweden","1999","Not applicable","Not applicable","Number","17.10307"
"Sweden","1998","Not applicable","Not applicable","Number","17.95752"
"Sweden","1997","Not applicable","Not applicable","Number","10.36892"
"Sweden","1995","Not applicable","Not applicable","Number","9.09961"
"Sweden","1994","Not applicable","Not applicable","Number","9.27705"
"Sweden","1993","Not applicable","Not applicable","Number","9.34049"
"Switzerland","2013","Not applicable","Not applicable","Number","11.23989"
"Switzerland","2012","Not applicable","Not applicable","Number","10.65232"
"Syrian Arab Republic","2013","Not applicable","Not applicable","Number","8.46774"
"Syrian Arab Republic","2011","Not applicable","Not applicable","Number","8.29791"
"Syrian Arab Republic","2010","Not applicable","Not applicable","Number","7.23615"
"Syrian Arab Republic","2007","Not applicable","Not applicable","Number","11.86067"
"Syrian Arab Republic","2006","Not applicable","Not applicable","Number","11.23231"
"Syrian Arab Republic","2004","Not applicable","Not applicable","Number","11.0159"
"Syrian Arab Republic","2003","Not applicable","Not applicable","Number","10.73837"
"Tajikistan","2003","Not applicable","Not applicable","Number","8.43554"
"Thailand","2011","Not applicable","Not applicable","Number","17.82866"
"Thailand","2008","Not applicable","Not applicable","Number","22.56255"
"Thailand","2007","Not applicable","Not applicable","Number","20.36794"
"Thailand","2006","Not applicable","Not applicable","Number","21.36889"
"Thailand","2002","Not applicable","Not applicable","Number","24.89246"
"Thailand","2001","Not applicable","Not applicable","Number","24.89053"
"The former Yugoslav Republic of Macedonia","2012","Not applicable","Not applicable","Number","12.68329"
"The former Yugoslav Republic of Macedonia","2011","Not applicable","Not applicable","Number","13.13193"
"The former Yugoslav Republic of Macedonia","2010","Not applicable","Not applicable","Number","13.7117"
"The former Yugoslav Republic of Macedonia","2009","Not applicable","Not applicable","Number","14.04568"
"The former Yugoslav Republic of Macedonia","2008","Not applicable","Not applicable","Number","14.5116"
"The former Yugoslav Republic of Macedonia","2007","Not applicable","Not applicable","Number","15.10324"
"The former Yugoslav Republic of Macedonia","2005","Not applicable","Not applicable","Number","16.05611"
"The former Yugoslav Republic of Macedonia","2004","Not applicable","Not applicable","Number","16.26606"
"The former Yugoslav Republic of Macedonia","2003","Not applicable","Not applicable","Number","16.32636"
"The former Yugoslav Republic of Macedonia","2002","Not applicable","Not applicable","Number","16.37146"
"The former Yugoslav Republic of Macedonia","2001","Not applicable","Not applicable","Number","16.72873"
"The former Yugoslav Republic of Macedonia","2000","Not applicable","Not applicable","Number","16.1907"
"The former Yugoslav Republic of Macedonia","1999","Not applicable","Not applicable","Number","16.25708"
"The former Yugoslav Republic of Macedonia","1998","Not applicable","Not applicable","Number","322.15242"
"The former Yugoslav Republic of Macedonia","1997","Not applicable","Not applicable","Number","16.30569"
"The former Yugoslav Republic of Macedonia","1996","Not applicable","Not applicable","Number","16.73595"
"Timor-Leste","2014","Not applicable","Not applicable","Number","28.63492"
"Timor-Leste","2013","Not applicable","Not applicable","Number","30.42163"
"Timor-Leste","2012","Not applicable","Not applicable","Number","28.16317"
"Timor-Leste","2011","Not applicable","Not applicable","Number","23.04021"
"Timor-Leste","2010","Not applicable","Not applicable","Number","19.74421"
"Timor-Leste","2008","Not applicable","Not applicable","Number","24.66365"
"Timor-Leste","2003","Not applicable","Not applicable","Number","36.04318"
"Timor-Leste","2002","Not applicable","Not applicable","Number","26.18003"
"Timor-Leste","2001","Not applicable","Not applicable","Number","24.95268"
"Togo","2011","Not applicable","Not applicable","Number","16.20854"
"Togo","1999","Not applicable","Not applicable","Number","20.0257"
"Togo","1995","Not applicable","Not applicable","Number","22.97814"
"Tonga","1999","Not applicable","Not applicable","Number","13.32036"
"Tonga","1998","Not applicable","Not applicable","Number","4.7506"
"Tunisia","2010","Not applicable","Not applicable","Number","11.8281"
"Tunisia","2009","Not applicable","Not applicable","Number","12.15794"
"Tunisia","2004","Not applicable","Not applicable","Number","16.47529"
"Tunisia","2002","Not applicable","Not applicable","Number","16.10457"
"Tunisia","2001","Not applicable","Not applicable","Number","14.32068"
"Tunisia","2000","Not applicable","Not applicable","Number","14.25048"
"Tunisia","1999","Not applicable","Not applicable","Number","14.98457"
"Turkey","2013","Not applicable","Not applicable","Number","19.59875"
"Turkey","2012","Not applicable","Not applicable","Number","16.18232"
"Turkey","2011","Not applicable","Not applicable","Number","17.82806"
"Turkey","2010","Not applicable","Not applicable","Number","17.59193"
"Turkey","2009","Not applicable","Not applicable","Number","16.92375"
"Turkey","2008","Not applicable","Not applicable","Number","15.23849"
"Turkey","2007","Not applicable","Not applicable","Number","16.16082"
"Turkey","2006","Not applicable","Not applicable","Number","15.8077"
"Turkey","2005","Not applicable","Not applicable","Number","16.22323"
"Turkey","2004","Not applicable","Not applicable","Number","18.94906"
"Turkey","2003","Not applicable","Not applicable","Number","21.68103"
"Turkey","2002","Not applicable","Not applicable","Number","20.95248"
"Turkey","2000","Not applicable","Not applicable","Number","15.55606"
"Turkey","1997","Not applicable","Not applicable","Number","25.97102"
"Turkey","1995","Not applicable","Not applicable","Number","14.88808"
"Turkey","1994","Not applicable","Not applicable","Number","14.07831"
"Turks and Caicos Islands","1999","Not applicable","Not applicable","Number","9.21739"
"Uganda","2006","Not applicable","Not applicable","Number","18.01159"
"Uganda","2005","Not applicable","Not applicable","Number","15.70312"
"United Arab Emirates","2009","Not applicable","Not applicable","Number","9.67677"
"United Arab Emirates","2007","Not applicable","Not applicable","Number","10.78942"
"United Arab Emirates","2006","Not applicable","Not applicable","Number","10.41118"
"United Arab Emirates","2005","Not applicable","Not applicable","Number","10.76694"
"United Arab Emirates","2004","Not applicable","Not applicable","Number","10.64606"
"United Arab Emirates","2003","Not applicable","Not applicable","Number","10.69991"
"United Arab Emirates","2002","Not applicable","Not applicable","Number","11.09951"
"United Arab Emirates","2001","Not applicable","Not applicable","Number","11.3628"
"United Arab Emirates","2000","Not applicable","Not applicable","Number","11.19456"
"United Arab Emirates","1999","Not applicable","Not applicable","Number","10.48563"
"United Kingdom of Great Britain and Northern Ireland","2014","Not applicable","Not applicable","Number","16.16583"
"United Kingdom of Great Britain and Northern Ireland","2013","Not applicable","Not applicable","Number","15.63258"
"United Kingdom of Great Britain and Northern Ireland","2008","Not applicable","Not applicable","Number","13.60017"
"United Kingdom of Great Britain and Northern Ireland","2007","Not applicable","Not applicable","Number","13.20056"
"United Kingdom of Great Britain and Northern Ireland","2006","Not applicable","Not applicable","Number","13.88775"
"United Kingdom of Great Britain and Northern Ireland","2005","Not applicable","Not applicable","Number","14.52616"
"United Kingdom of Great Britain and Northern Ireland","2004","Not applicable","Not applicable","Number","15.03623"
"United Kingdom of Great Britain and Northern Ireland","2003","Not applicable","Not applicable","Number","14.95238"
"United Kingdom of Great Britain and Northern Ireland","2002","Not applicable","Not applicable","Number","15.04905"
"United Kingdom of Great Britain and Northern Ireland","2001","Not applicable","Not applicable","Number","14.20736"
"United Kingdom of Great Britain and Northern Ireland","2000","Not applicable","Not applicable","Number","14.35753"
"United Kingdom of Great Britain and Northern Ireland","1999","Not applicable","Not applicable","Number","13.91563"
"United Kingdom of Great Britain and Northern Ireland","1997","Not applicable","Not applicable","Number","8.80452"
"United Kingdom of Great Britain and Northern Ireland","1996","Not applicable","Not applicable","Number","8.70494"
"United Kingdom of Great Britain and Northern Ireland","1995","Not applicable","Not applicable","Number","9.28802"
"United Kingdom of Great Britain and Northern Ireland","1994","Not applicable","Not applicable","Number","10.51223"
"United Kingdom of Great Britain and Northern Ireland","1993","Not applicable","Not applicable","Number","10.67038"
"United States of America","2014","Not applicable","Not applicable","Number","14.77404"
"United States of America","2013","Not applicable","Not applicable","Number","14.67932"
"United States of America","2012","Not applicable","Not applicable","Number","14.65302"
"United States of America","2011","Not applicable","Not applicable","Number","14.45586"
"United States of America","2010","Not applicable","Not applicable","Number","14.18406"
"United States of America","2009","Not applicable","Not applicable","Number","14.25145"
"United States of America","2008","Not applicable","Not applicable","Number","15.03572"
"United States of America","2007","Not applicable","Not applicable","Number","15.10935"
"United States of America","2006","Not applicable","Not applicable","Number","15.17076"
"United States of America","2005","Not applicable","Not applicable","Number","15.49403"
"United States of America","2004","Not applicable","Not applicable","Number","15.49281"
"United States of America","2003","Not applicable","Not applicable","Number","15.00045"
"United States of America","2002","Not applicable","Not applicable","Number","14.91518"
"United States of America","2001","Not applicable","Not applicable","Number","14.07613"
"United States of America","2000","Not applicable","Not applicable","Number","13.47817"
"United States of America","1999","Not applicable","Not applicable","Number","13.81149"
"United States of America","1998","Not applicable","Not applicable","Number","14.04003"
"United States of America","1996","Not applicable","Not applicable","Number","14.03929"
"United States of America","1995","Not applicable","Not applicable","Number","14.02392"
"United States of America","1994","Not applicable","Not applicable","Number","15.07851"
"United States of America","1993","Not applicable","Not applicable","Number","15.03823"
"Uruguay","2010","Not applicable","Not applicable","Number","13.78374"
"Uruguay","2009","Not applicable","Not applicable","Number","14.91404"
"Uruguay","2008","Not applicable","Not applicable","Number","15.04862"
"Uruguay","2007","Not applicable","Not applicable","Number","18.64145"
"Uruguay","2006","Not applicable","Not applicable","Number","20.26892"
"Uruguay","2005","Not applicable","Not applicable","Number","19.25019"
"Uruguay","2003","Not applicable","Not applicable","Number","27.71312"
"Uruguay","2001","Not applicable","Not applicable","Number","20.60987"
"Uruguay","2000","Not applicable","Not applicable","Number","21.11859"
"Uruguay","1999","Not applicable","Not applicable","Number","22.56303"
"Uruguay","1998","Not applicable","Not applicable","Number","28.10399"
"Vanuatu","2000","Not applicable","Not applicable","Number","14.82099"
"Viet Nam","1998","Not applicable","Not applicable","Number","27.6063"
"Yemen","2013","Not applicable","Not applicable","Number","24.17273"
"Yemen","1999","Not applicable","Not applicable","Number","20.5825"

