"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Eritrea","2012","Not applicable","Not applicable","Number","31.07604"
"Eritrea","2011","Not applicable","Not applicable","Number","36.57999"
"Eritrea","2010","Not applicable","Not applicable","Number","35.26528"
"Eritrea","2009","Not applicable","Not applicable","Number","39.16274"
"Eritrea","2007","Not applicable","Not applicable","Number","39.69594"
"Eritrea","2006","Not applicable","Not applicable","Number","46.96759"
"Eritrea","2005","Not applicable","Not applicable","Number","43.87106"
"Eritrea","2004","Not applicable","Not applicable","Number","39.16236"
"Eritrea","2003","Not applicable","Not applicable","Number","53.30643"
"Eritrea","2002","Not applicable","Not applicable","Number","45.81696"
"Eritrea","2001","Not applicable","Not applicable","Number","49.1823"
"Eritrea","2000","Not applicable","Not applicable","Number","51.21278"
"Eritrea","1999","Not applicable","Not applicable","Number","45.20748"
"Eritrea","1997","Not applicable","Not applicable","Number","39.49431"
"Eritrea","1996","Not applicable","Not applicable","Number","33.66445"
"Estonia","2013","Not applicable","Not applicable","Number","8.26007"
"Estonia","2012","Not applicable","Not applicable","Number","8.69207"
"Estonia","2011","Not applicable","Not applicable","Number","9.16883"
"Estonia","2010","Not applicable","Not applicable","Number","9.07026"
"Estonia","2009","Not applicable","Not applicable","Number","9.77538"
"Estonia","2008","Not applicable","Not applicable","Number","9.45816"
"Estonia","2007","Not applicable","Not applicable","Number","9.87799"
"Estonia","2001","Not applicable","Not applicable","Number","9.74983"
"Estonia","2000","Not applicable","Not applicable","Number","9.37814"
"Estonia","1999","Not applicable","Not applicable","Number","9.8188"
"Estonia","1996","Not applicable","Not applicable","Number","9.88842"
"Ethiopia","2012","Not applicable","Not applicable","Number","20.99876"
"Ethiopia","2011","Not applicable","Not applicable","Number","27.2558"
"Ethiopia","2010","Not applicable","Not applicable","Number","32.57152"
"Ethiopia","2009","Not applicable","Not applicable","Number","35.61279"
"Ethiopia","2008","Not applicable","Not applicable","Number","29.47671"
"Ethiopia","1996","Not applicable","Not applicable","Number","31.51938"
"Ethiopia","1995","Not applicable","Not applicable","Number","31.50808"
"Ethiopia","1994","Not applicable","Not applicable","Number","30.8273"
"Fiji","2012","Not applicable","Not applicable","Number","13.34818"
"Fiji","2008","Not applicable","Not applicable","Number","17.12738"
"Fiji","2004","Not applicable","Not applicable","Number","22.38607"
"Fiji","2003","Not applicable","Not applicable","Number","24.34349"
"Finland","2013","Not applicable","Not applicable","Number","15.99444"
"Finland","2012","Not applicable","Not applicable","Number","9.659"
"Finland","2011","Not applicable","Not applicable","Number","9.76867"
"Finland","2010","Not applicable","Not applicable","Number","10.13101"
"Finland","2009","Not applicable","Not applicable","Number","9.84034"
"Finland","2008","Not applicable","Not applicable","Number","9.63935"
"Finland","2007","Not applicable","Not applicable","Number","9.82606"
"Finland","2005","Not applicable","Not applicable","Number","10.96387"
"Finland","2004","Not applicable","Not applicable","Number","10.75398"
"Finland","2003","Not applicable","Not applicable","Number","14.78718"
"Finland","2002","Not applicable","Not applicable","Number","14.91578"
"Finland","2001","Not applicable","Not applicable","Number","15.54699"
"Finland","2000","Not applicable","Not applicable","Number","15.0297"
"Finland","1999","Not applicable","Not applicable","Number","14.10637"
"France","2013","Not applicable","Not applicable","Number","11.22372"
"France","2012","Not applicable","Not applicable","Number","10.99938"
"France","2011","Not applicable","Not applicable","Number","11.18343"
"France","2010","Not applicable","Not applicable","Number","11.23197"
"France","2009","Not applicable","Not applicable","Number","11.03543"
"France","2008","Not applicable","Not applicable","Number","10.9359"
"France","2007","Not applicable","Not applicable","Number","10.82505"
"France","2006","Not applicable","Not applicable","Number","10.93305"
"France","2005","Not applicable","Not applicable","Number","9.75965"
"France","2004","Not applicable","Not applicable","Number","9.67055"
"France","2003","Not applicable","Not applicable","Number","9.98708"
"France","2002","Not applicable","Not applicable","Number","9.90552"
"France","2001","Not applicable","Not applicable","Number","10.12187"
"France","2000","Not applicable","Not applicable","Number","10.00528"
"France","1999","Not applicable","Not applicable","Number","11.01464"
"Georgia","2014","Not applicable","Not applicable","Number","7.30735"
"Georgia","2013","Not applicable","Not applicable","Number","7.64122"
"Georgia","2009","Not applicable","Not applicable","Number","7.56452"
"Georgia","2008","Not applicable","Not applicable","Number","7.9407"
"Georgia","2000","Not applicable","Not applicable","Number","5.1859"
"Germany","2014","Not applicable","Not applicable","Number","14.35103"
"Germany","2013","Not applicable","Not applicable","Number","14.33652"
"Germany","2012","Not applicable","Not applicable","Number","14.8059"
"Germany","2011","Not applicable","Not applicable","Number","15.01985"
"Germany","2010","Not applicable","Not applicable","Number","14.95304"
"Germany","2009","Not applicable","Not applicable","Number","15.72033"
"Germany","2008","Not applicable","Not applicable","Number","15.52709"
"Germany","2007","Not applicable","Not applicable","Number","15.69711"
"Germany","2006","Not applicable","Not applicable","Number","16.09276"
"Germany","2005","Not applicable","Not applicable","Number","16.05287"
"Germany","2004","Not applicable","Not applicable","Number","16.21055"
"Germany","2003","Not applicable","Not applicable","Number","15.89761"
"Germany","2002","Not applicable","Not applicable","Number","15.99484"
"Germany","2001","Not applicable","Not applicable","Number","16.04122"
"Germany","2000","Not applicable","Not applicable","Number","16.04047"
"Germany","1999","Not applicable","Not applicable","Number","15.94615"
"Germany","1998","Not applicable","Not applicable","Number","15.50295"
"Germany","1997","Not applicable","Not applicable","Number","16.60853"
"Germany","1996","Not applicable","Not applicable","Number","16.07632"
"Germany","1995","Not applicable","Not applicable","Number","16.08921"
"Germany","1994","Not applicable","Not applicable","Number","16.81102"
"Germany","1993","Not applicable","Not applicable","Number","16.7045"
"Ghana","2015","Not applicable","Not applicable","Number","19.50429"
"Ghana","2014","Not applicable","Not applicable","Number","18.7034"
"Ghana","2013","Not applicable","Not applicable","Number","22.24559"
"Ghana","2012","Not applicable","Not applicable","Number","22.04123"
"Ghana","2011","Not applicable","Not applicable","Number","25.19684"
"Ghana","2009","Not applicable","Not applicable","Number","21.76603"
"Ghana","2008","Not applicable","Not applicable","Number","19.65812"
"Ghana","2007","Not applicable","Not applicable","Number","19.79364"
"Ghana","2006","Not applicable","Not applicable","Number","21.28675"
"Ghana","2005","Not applicable","Not applicable","Number","21.76112"
"Ghana","2004","Not applicable","Not applicable","Number","21.62135"
"Ghana","2003","Not applicable","Not applicable","Number","20.1641"
"Ghana","2002","Not applicable","Not applicable","Number","20.146"
"Ghana","2001","Not applicable","Not applicable","Number","19.80088"
"Ghana","2000","Not applicable","Not applicable","Number","18.47298"
"Ghana","1999","Not applicable","Not applicable","Number","18.79335"
"Gibraltar","2009","Not applicable","Not applicable","Number","5.67606"
"Gibraltar","2008","Not applicable","Not applicable","Number","5.35526"
"Gibraltar","2001","Not applicable","Not applicable","Number","16.29545"
"Gibraltar","2000","Not applicable","Not applicable","Number","19.21053"
"Gibraltar","1999","Not applicable","Not applicable","Number","28.75"
"Greece","2007","Not applicable","Not applicable","Number","7.68323"
"Greece","2006","Not applicable","Not applicable","Number","8.40865"
"Greece","2005","Not applicable","Not applicable","Number","8.86159"
"Greece","2004","Not applicable","Not applicable","Number","8.46036"
"Greece","2003","Not applicable","Not applicable","Number","8.58556"
"Greece","2002","Not applicable","Not applicable","Number","8.83918"
"Greece","2001","Not applicable","Not applicable","Number","9.25406"
"Greece","2000","Not applicable","Not applicable","Number","9.59555"
"Greece","1999","Not applicable","Not applicable","Number","10.31114"
"Greece","1998","Not applicable","Not applicable","Number","11.00959"
"Greece","1997","Not applicable","Not applicable","Number","11.65906"
"Greece","1996","Not applicable","Not applicable","Number","9.57481"
"Greece","1995","Not applicable","Not applicable","Number","12.56295"
"Greece","1994","Not applicable","Not applicable","Number","10.44891"
"Greece","1993","Not applicable","Not applicable","Number","10.91401"
"Grenada","2014","Not applicable","Not applicable","Number","12.5541"
"Grenada","2003","Not applicable","Not applicable","Number","21.52917"
"Guatemala","2014","Not applicable","Not applicable","Number","10.41592"
"Guatemala","2013","Not applicable","Not applicable","Number","10.25111"
"Guatemala","2012","Not applicable","Not applicable","Number","11.82618"
"Guatemala","2011","Not applicable","Not applicable","Number","11.5775"
"Guatemala","2010","Not applicable","Not applicable","Number","11.73788"
"Guatemala","2009","Not applicable","Not applicable","Number","13.89325"
"Guatemala","2008","Not applicable","Not applicable","Number","14.47621"
"Guatemala","2007","Not applicable","Not applicable","Number","14.47653"
"Guatemala","2006","Not applicable","Not applicable","Number","14.4091"
"Guatemala","2005","Not applicable","Not applicable","Number","13.65695"
"Guatemala","2004","Not applicable","Not applicable","Number","13.17971"
"Guatemala","2002","Not applicable","Not applicable","Number","11.34335"
"Guatemala","2001","Not applicable","Not applicable","Number","11.59896"
"Guatemala","2000","Not applicable","Not applicable","Number","12.10043"
"Guatemala","1999","Not applicable","Not applicable","Number","11.16299"
"Guatemala","1998","Not applicable","Not applicable","Number","14.7"
"Guatemala","1996","Not applicable","Not applicable","Number","16.15041"
"Guinea","2011","Not applicable","Not applicable","Number","26.66493"
"Guinea","2008","Not applicable","Not applicable","Number","27.0338"
"Guinea","2003","Not applicable","Not applicable","Number","27.78159"
"Guinea-Bissau","2000","Not applicable","Not applicable","Number","10.60682"
"Guyana","2012","Not applicable","Not applicable","Number","21.7405"
"Guyana","2011","Not applicable","Not applicable","Number","20.12509"
"Guyana","2010","Not applicable","Not applicable","Number","21.19147"
"Guyana","2009","Not applicable","Not applicable","Number","25.25725"
"Guyana","2008","Not applicable","Not applicable","Number","23.43517"
"Guyana","2005","Not applicable","Not applicable","Number","17.82742"
"Guyana","2003","Not applicable","Not applicable","Number","16.47281"
"Holy See","2015","Not applicable","Not applicable","Number","0"
"Holy See","2014","Not applicable","Not applicable","Number","0"
"Holy See","2013","Not applicable","Not applicable","Number","0"
"Holy See","2012","Not applicable","Not applicable","Number","0"
"Holy See","2011","Not applicable","Not applicable","Number","0"
"Holy See","2010","Not applicable","Not applicable","Number","0"
"Holy See","2009","Not applicable","Not applicable","Number","0"
"Holy See","2008","Not applicable","Not applicable","Number","0"
"Holy See","2007","Not applicable","Not applicable","Number","0"
"Holy See","2006","Not applicable","Not applicable","Number","0"
"Holy See","2005","Not applicable","Not applicable","Number","0"
"Holy See","2004","Not applicable","Not applicable","Number","0"
"Holy See","2003","Not applicable","Not applicable","Number","0"
"Holy See","2002","Not applicable","Not applicable","Number","0"
"Holy See","2001","Not applicable","Not applicable","Number","0"
"Holy See","2000","Not applicable","Not applicable","Number","0"
"Holy See","1999","Not applicable","Not applicable","Number","0"
"Holy See","1998","Not applicable","Not applicable","Number","0"
"Holy See","1997","Not applicable","Not applicable","Number","0"
"Holy See","1996","Not applicable","Not applicable","Number","0"
"Holy See","1995","Not applicable","Not applicable","Number","0"
"Holy See","1994","Not applicable","Not applicable","Number","0"
"Holy See","1993","Not applicable","Not applicable","Number","0"
"Holy See","1992","Not applicable","Not applicable","Number","0"
"Holy See","1991","Not applicable","Not applicable","Number","0"
"Holy See","1990","Not applicable","Not applicable","Number","0"
"Holy See","1989","Not applicable","Not applicable","Number","0"
"Holy See","1988","Not applicable","Not applicable","Number","0"
"Holy See","1987","Not applicable","Not applicable","Number","0"
"Holy See","1986","Not applicable","Not applicable","Number","0"
"Holy See","1985","Not applicable","Not applicable","Number","0"
"Holy See","1984","Not applicable","Not applicable","Number","0"
"Holy See","1983","Not applicable","Not applicable","Number","0"
"Holy See","1982","Not applicable","Not applicable","Number","0"
"Holy See","1981","Not applicable","Not applicable","Number","0"
"Holy See","1980","Not applicable","Not applicable","Number","0"
"Holy See","1979","Not applicable","Not applicable","Number","0"
"Holy See","1978","Not applicable","Not applicable","Number","0"
"Holy See","1977","Not applicable","Not applicable","Number","0"
"Holy See","1976","Not applicable","Not applicable","Number","0"
"Holy See","1975","Not applicable","Not applicable","Number","0"
"Honduras","2014","Not applicable","Not applicable","Number","7.40113"
"Honduras","2008","Not applicable","Not applicable","Number","11.32261"
"Hungary","2014","Not applicable","Not applicable","Number","11.53472"
"Hungary","2013","Not applicable","Not applicable","Number","11.2015"
"Hungary","2012","Not applicable","Not applicable","Number","10.13401"
"Hungary","2011","Not applicable","Not applicable","Number","10.12842"
"Hungary","2010","Not applicable","Not applicable","Number","10.20815"
"Hungary","2009","Not applicable","Not applicable","Number","10.40291"
"Hungary","2008","Not applicable","Not applicable","Number","10.20534"
"Hungary","2007","Not applicable","Not applicable","Number","9.93432"
"Hungary","2006","Not applicable","Not applicable","Number","10.04757"
"Hungary","2005","Not applicable","Not applicable","Number","10.02108"
"Hungary","2004","Not applicable","Not applicable","Number","10.03875"
"Hungary","2003","Not applicable","Not applicable","Number","12.56847"
"Hungary","2002","Not applicable","Not applicable","Number","11.93287"
"Hungary","2001","Not applicable","Not applicable","Number","10.81139"
"Hungary","2000","Not applicable","Not applicable","Number","9.09197"
"Hungary","1999","Not applicable","Not applicable","Number","9.45671"
"Hungary","1998","Not applicable","Not applicable","Number","9.65963"
"Hungary","1997","Not applicable","Not applicable","Number","11.52765"
"Hungary","1994","Not applicable","Not applicable","Number","10.4122"
"Iceland","2012","Not applicable","Not applicable","Number","12.45239"
"Iceland","2011","Not applicable","Not applicable","Number","12.2561"
"Iceland","2010","Not applicable","Not applicable","Number","12.12527"
"Iceland","2009","Not applicable","Not applicable","Number","11.64981"
"Iceland","2008","Not applicable","Not applicable","Number","11.37433"
"Iceland","2007","Not applicable","Not applicable","Number","11.50028"
"Iceland","2006","Not applicable","Not applicable","Number","11.70767"
"Iceland","2005","Not applicable","Not applicable","Number","11.95668"
"Iceland","2004","Not applicable","Not applicable","Number","12.12267"
"Iceland","2003","Not applicable","Not applicable","Number","13.58042"
"Iceland","2002","Not applicable","Not applicable","Number","13.53766"
"Iceland","2001","Not applicable","Not applicable","Number","13.67968"
"Iceland","2000","Not applicable","Not applicable","Number","13.63545"
"Iceland","1999","Not applicable","Not applicable","Number","14.14692"
"Iceland","1998","Not applicable","Not applicable","Number","14.32535"
"India","2013","Not applicable","Not applicable","Number","32.05593"
"India","2011","Not applicable","Not applicable","Number","20.66773"
"India","2010","Not applicable","Not applicable","Number","20.63462"
"India","2009","Not applicable","Not applicable","Number","21.15715"
"India","2004","Not applicable","Not applicable","Number","28.06378"
"India","2002","Not applicable","Not applicable","Number","28.43367"
"India","2001","Not applicable","Not applicable","Number","30.85899"
"India","2000","Not applicable","Not applicable","Number","31.0589"
"Indonesia","2014","Not applicable","Not applicable","Number","16.57657"
"Indonesia","2013","Not applicable","Not applicable","Number","16.85029"
"Indonesia","2012","Not applicable","Not applicable","Number","17.41974"
"Indonesia","2011","Not applicable","Not applicable","Number","15.51582"
"Indonesia","2010","Not applicable","Not applicable","Number","11.27575"
"Indonesia","2009","Not applicable","Not applicable","Number","12.00535"
"Indonesia","2008","Not applicable","Not applicable","Number","11.23606"
"Indonesia","2007","Not applicable","Not applicable","Number","12.16664"
"Indonesia","2006","Not applicable","Not applicable","Number","11.39496"
"Indonesia","2005","Not applicable","Not applicable","Number","11.89517"
"Indonesia","2004","Not applicable","Not applicable","Number","13.20882"
"Indonesia","2003","Not applicable","Not applicable","Number","13.13813"
"Indonesia","2002","Not applicable","Not applicable","Number","13.13552"
"Indonesia","2001","Not applicable","Not applicable","Number","13.0122"
"Indonesia","2000","Not applicable","Not applicable","Number","13.11259"
"Indonesia","1999","Not applicable","Not applicable","Number","12.98911"
"Indonesia","1998","Not applicable","Not applicable","Number","12.67088"
"Indonesia","1995","Not applicable","Not applicable","Number","12.02628"
"Iran, Islamic Republic of","2014","Not applicable","Not applicable","Number","18.46739"
"Iran, Islamic Republic of","2013","Not applicable","Not applicable","Number","18.3482"
"Iran, Islamic Republic of","1997","Not applicable","Not applicable","Number","30.4823"
"Iraq","2004","Not applicable","Not applicable","Number","18.68712"
"Iraq","2003","Not applicable","Not applicable","Number","17.47909"
"Iraq","2000","Not applicable","Not applicable","Number","16.07285"
"Iraq","1999","Not applicable","Not applicable","Number","16.19042"
"Israel","2009","Not applicable","Not applicable","Number","8.68793"
"Israel","2008","Not applicable","Not applicable","Number","8.9424"
"Israel","2007","Not applicable","Not applicable","Number","9.21212"
"Israel","2006","Not applicable","Not applicable","Number","9.18552"
"Israel","2005","Not applicable","Not applicable","Number","9.16959"
"Israel","2004","Not applicable","Not applicable","Number","8.86007"
"Israel","2003","Not applicable","Not applicable","Number","9.03226"
"Israel","2002","Not applicable","Not applicable","Number","9.10739"
"Israel","2001","Not applicable","Not applicable","Number","9.1166"
"Israel","2000","Not applicable","Not applicable","Number","9.73203"
"Israel","1999","Not applicable","Not applicable","Number","9.42769"
"Israel","1998","Not applicable","Not applicable","Number","9.10433"
"Italy","2013","Not applicable","Not applicable","Number","11.75716"
"Italy","2007","Not applicable","Not applicable","Number","10.85749"
"Italy","2006","Not applicable","Not applicable","Number","11.10584"
"Italy","2005","Not applicable","Not applicable","Number","11.09562"
"Italy","2004","Not applicable","Not applicable","Number","11.35587"
"Italy","2003","Not applicable","Not applicable","Number","10.79188"
"Italy","2002","Not applicable","Not applicable","Number","10.4668"
"Italy","2001","Not applicable","Not applicable","Number","10.2914"
"Italy","2000","Not applicable","Not applicable","Number","10.50248"
"Italy","1999","Not applicable","Not applicable","Number","10.73486"
"Italy","1998","Not applicable","Not applicable","Number","10.63249"
"Italy","1996","Not applicable","Not applicable","Number","9.81202"
"Italy","1995","Not applicable","Not applicable","Number","9.33864"
"Italy","1994","Not applicable","Not applicable","Number","8.30482"
"Jamaica","2002","Not applicable","Not applicable","Number","19.30821"
"Japan","2012","Not applicable","Not applicable","Number","10.5074"
"Japan","2011","Not applicable","Not applicable","Number","10.624"
"Japan","2010","Not applicable","Not applicable","Number","10.61703"
"Japan","2009","Not applicable","Not applicable","Number","10.66618"
"Japan","2008","Not applicable","Not applicable","Number","10.78731"
"Japan","2007","Not applicable","Not applicable","Number","10.92362"
"Japan","2006","Not applicable","Not applicable","Number","11.15029"
"Japan","2005","Not applicable","Not applicable","Number","11.42268"
"Japan","2004","Not applicable","Not applicable","Number","11.65954"
"Japan","2003","Not applicable","Not applicable","Number","11.93396"
"Japan","2002","Not applicable","Not applicable","Number","12.15398"
"Japan","2001","Not applicable","Not applicable","Number","12.38219"
"Japan","2000","Not applicable","Not applicable","Number","12.39971"
"Japan","1999","Not applicable","Not applicable","Number","12.58995"
"Japan","1998","Not applicable","Not applicable","Number","12.81968"
"Japan","1995","Not applicable","Not applicable","Number","13.37805"
"Japan","1994","Not applicable","Not applicable","Number","13.85183"
"Jordan","2008","Not applicable","Not applicable","Number","11.86462"
"Jordan","2007","Not applicable","Not applicable","Number","10.38"
"Jordan","2004","Not applicable","Not applicable","Number","17.48079"
"Jordan","2003","Not applicable","Not applicable","Number","14.27779"
"Jordan","2002","Not applicable","Not applicable","Number","16.32606"
"Jordan","2000","Not applicable","Not applicable","Number","16.28822"
"Jordan","1999","Not applicable","Not applicable","Number","16.74435"
"Jordan","1996","Not applicable","Not applicable","Number","16.60058"
"Kenya","2012","Not applicable","Not applicable","Number","32.30515"
"Kenya","2009","Not applicable","Not applicable","Number","26.71328"
"Kenya","2008","Not applicable","Not applicable","Number","25.78451"
"Kenya","2007","Not applicable","Not applicable","Number","22.52152"
"Kenya","2006","Not applicable","Not applicable","Number","19.37216"
"Kenya","2005","Not applicable","Not applicable","Number","17.38106"
"Kenya","2004","Not applicable","Not applicable","Number","17.2725"
"Kenya","2003","Not applicable","Not applicable","Number","18.20477"
"Kiribati","2008","Not applicable","Not applicable","Number","19.008"
"Kiribati","2007","Not applicable","Not applicable","Number","17.54545"
"Kiribati","2006","Not applicable","Not applicable","Number","16.40613"
"Kiribati","2005","Not applicable","Not applicable","Number","16.01779"
"Kiribati","2004","Not applicable","Not applicable","Number","14.09032"
"Kiribati","2003","Not applicable","Not applicable","Number","14.084"
"Kiribati","2002","Not applicable","Not applicable","Number","17.72887"
"Kuwait","2009","Not applicable","Not applicable","Number","6.76887"
"Kuwait","2008","Not applicable","Not applicable","Number","7.69489"
"Kuwait","2007","Not applicable","Not applicable","Number","7.9487"
"Kuwait","2005","Not applicable","Not applicable","Number","9.07575"
"Kuwait","2004","Not applicable","Not applicable","Number","9.82016"
"Kuwait","2001","Not applicable","Not applicable","Number","9.10178"
"Kuwait","2000","Not applicable","Not applicable","Number","9.34455"
"Kuwait","1999","Not applicable","Not applicable","Number","9.15219"
"Kuwait","1998","Not applicable","Not applicable","Number","8.88248"
"Kuwait","1996","Not applicable","Not applicable","Number","8.80334"
"Lao People's Democratic Republic","2014","Not applicable","Not applicable","Number","19.03245"
"Lao People's Democratic Republic","2013","Not applicable","Not applicable","Number","18.61689"
"Lao People's Democratic Republic","2012","Not applicable","Not applicable","Number","19.85683"
"Lao People's Democratic Republic","2011","Not applicable","Not applicable","Number","21.13719"
"Lao People's Democratic Republic","2010","Not applicable","Not applicable","Number","21.35018"
"Lao People's Democratic Republic","2009","Not applicable","Not applicable","Number","24.52325"
"Lao People's Democratic Republic","2008","Not applicable","Not applicable","Number","24.54058"
"Lao People's Democratic Republic","2006","Not applicable","Not applicable","Number","27.19545"
"Lao People's Democratic Republic","2005","Not applicable","Not applicable","Number","28.26191"
"Lao People's Democratic Republic","2004","Not applicable","Not applicable","Number","26.39423"
"Lao People's Democratic Republic","2003","Not applicable","Not applicable","Number","27.47752"
"Lao People's Democratic Republic","2002","Not applicable","Not applicable","Number","24.2948"
"Lao People's Democratic Republic","2001","Not applicable","Not applicable","Number","22.07713"
"Lao People's Democratic Republic","2000","Not applicable","Not applicable","Number","20.73776"
"Lao People's Democratic Republic","1999","Not applicable","Not applicable","Number","21.82106"
"Lao People's Democratic Republic","1998","Not applicable","Not applicable","Number","16.99718"
"Latvia","2014","Not applicable","Not applicable","Number","9.2741"
"Latvia","2013","Not applicable","Not applicable","Number","9.25113"
"Latvia","2012","Not applicable","Not applicable","Number","8.49351"
"Latvia","2011","Not applicable","Not applicable","Number","8.8692"
"Latvia","2010","Not applicable","Not applicable","Number","9.57542"
"Latvia","2009","Not applicable","Not applicable","Number","9.39801"
"Latvia","2008","Not applicable","Not applicable","Number","10.95748"
"Latvia","2007","Not applicable","Not applicable","Number","10.2552"
"Latvia","2006","Not applicable","Not applicable","Number","10.69077"
"Latvia","2005","Not applicable","Not applicable","Number","11.16324"
"Latvia","2004","Not applicable","Not applicable","Number","10.80717"
"Latvia","2003","Not applicable","Not applicable","Number","10.84076"
"Latvia","2002","Not applicable","Not applicable","Number","10.94102"
"Latvia","2001","Not applicable","Not applicable","Number","10.99206"
"Latvia","2000","Not applicable","Not applicable","Number","10.73935"
"Latvia","1999","Not applicable","Not applicable","Number","10.24124"
"Latvia","1998","Not applicable","Not applicable","Number","9.70894"
"Latvia","1997","Not applicable","Not applicable","Number","7.45011"
"Latvia","1996","Not applicable","Not applicable","Number","7.90809"
"Latvia","1995","Not applicable","Not applicable","Number","7.98657"
"Latvia","1994","Not applicable","Not applicable","Number","8.80465"
"Latvia","1993","Not applicable","Not applicable","Number","7.36754"
"Latvia","1992","Not applicable","Not applicable","Number","8.31062"
"Latvia","1991","Not applicable","Not applicable","Number","8.6041"
"Latvia","1990","Not applicable","Not applicable","Number","8.97838"
"Latvia","1989","Not applicable","Not applicable","Number","9.26117"
"Latvia","1986","Not applicable","Not applicable","Number","10.0531"
"Latvia","1981","Not applicable","Not applicable","Number","10.56868"
"Lebanon","2013","Not applicable","Not applicable","Number","8.86643"
"Lebanon","2011","Not applicable","Not applicable","Number","7.74777"
